(Child) ASIN,Title,SKU,Sessions - Total,Page Views - Total,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07HM82TDL,"P&J Trading Happy Set of 6 Fragrance Oils - Root Beer, Watermelon, Banana, Strawberry Lemonade, Orangesicle, Bubble Gum Scented Oils for Candle Scents, Soap Making, Diffuser Oil",FR10HYSFBA,15,19,0.8667,2,0,33.98,0,2,0
B07HM9J6LR,"P&J Trading Fragrance Oil Slime Set | Bubble Gum, Cotton Candy, Cupcake, Strawberry Lemonade, Cola, Marshmallow Candle Scents for Candle Making, Freshie Scents, Soap Making, Diffuser Oil Scents",FR10SSSFBA,2950,3944,0.9965,419,49,7426.76,847.85,410,47
B07HM9N4MW,"P&J Trading Fragrance Oils for Diffusers for Home English Garden Set Fragrance Scents for Candle Making - Soap Making - Car Diffuser Scents - Essential Home Gift Set - Fig, Honeysuckle Vine & More",FR10EGSFBA,1574,1877,0.9967,85,3,1496.94,53.25,83,3
B07HMLR479,"P&J Trading Fragrance Oil Coffee Shop Set | Coffee, Café Mocha, Chai Tea, Hot Chocolate, Blueberry Muffin, French Vanilla Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies",FR10CSS,2143,2814,0.9945,1,0,17.99,0,1,0
B07HMLR479,"P&J Trading Fragrance Oil Coffee Shop Set | Coffee, Café Mocha, Chai Tea, Hot Chocolate, Blueberry Muffin, French Vanilla Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies",FR10CSSFBA,2143,2814,0.9945,174,8,3127.38,141.04,171,8
B07JHC8KRB,"P&J Trading Fragrance | Cola Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30COLSL,88,93,0.9892,12,3,107.34,26.43,12,3
B07JHCHJJY,"P&J Trading Fragrance | Strawberry Shortcake Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100SSHFBA,1124,1435,0.9955,244,18,4500.85,334.64,228,17
B07JJ19VDY,"P&J Trading Fragrance | Clove Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100CLOFBA,45,49,1,13,0,246.35,0,13,0
B07JJ1J4BR,"P&J Trading Fragrance | Coffee Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30CFFSLFBA,268,327,0.9845,65,3,583.81,26.43,65,3
B07JJ92Y7F,"P&J Trading Fragrance | Coffee Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100CFF,638,787,0.9882,1,0,18.95,0,1,0
B07JJ92Y7F,"P&J Trading Fragrance | Coffee Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100CFFFBA,638,787,0.9882,164,11,3061.78,199.35,139,8
B07JJ97FRS,"P&J Trading Fragrance | Maple Syrup Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30MAPSL,43,55,1,18,3,155.79,20.94,18,3
B07JJ9DF1D,"P&J Trading Fragrance | Café Mocha Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100CAFFBA,181,233,0.9908,29,1,549.17,18.57,28,1
B07JJ9DJKW,"P&J Trading Fragrance | Strawberry Shortcake Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30SSHSL,901,1174,0.9918,300,11,2674.89,76.78,282,11
B07JJ9DSKZ,"P&J Trading Fragrance | Red Cherry Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30RECSL,375,501,1,140,5,1248.55,34.9,139,5
B07JJ9DZJT,"P&J Fragrance Oil - Aloe Oil 30ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR30ALOSL,1036,1659,0.9925,68,0,611.32,0,68,0
B07JJ9L8MW,"P&J Trading Fragrance | Churro Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100CHUFBA,121,162,1,15,0,284.25,0,15,0
B07JJ9LQXQ,"P&J Trading Fragrance | Blueberry Muffin Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100BLMFBA,418,493,0.9979,88,5,1599.23,71.82,83,3
B07JJJFPH8,"P&J Fragrance Oil - Blueberry Muffin Scent, 30ml",FR30BLMSL,223,256,0.996,56,1,503.26,8.81,56,1
B07JJJJTMZ,"P&J Trading Fragrance | Chai Tea Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30CTESL,123,154,0.993,23,0,206.77,0,23,0
B07JJRWJLX,"P&J Fragrance Oil - Cafe Mocha 30ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR30CAFSL,38,41,1,8,0,71.92,0,8,0
B07JJSCVXQ,"P&J Trading Fragrance | Maple Syrup Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100MAPFBA,239,278,0.9887,40,6,755.72,111.42,40,6
B07JJSD111,"P&J Fragrance Oil | Churro Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30CHU,60,67,1,1,0,8.99,0,1,0
B07JJSD111,"P&J Fragrance Oil | Churro Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30CHUSL,60,67,1,15,0,134.85,0,15,0
B07JJSD23S,"P&J Trading Aloe Fragrance Oil 100ml - Scented Oil for Candle Scents, Soap Making, Diffuser Oil",FR100ALOFBA,711,763,0.9907,66,6,1220.02,111.42,56,2
B07JJVPPGS,"P&J Trading Fragrance | Red Cherry Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100RECFBA,193,256,0.9957,57,13,1039.46,238.81,50,7
B07JJVS7QW,"P&J Fragrance Oil - Chai Tea Scented Candle Making, Soap Making, Diffuser Oil, 100ml",FR100CTEFBA,207,236,1,33,0,613.99,0,30,0
B07JJVT4ZP,"P&J Trading Fragrance | Cola Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100COLFBA,119,137,1,20,0,379,0,15,0
B07JJVV3MY,"P&J Fragrance Oil - Clove 30ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR30CLOFBA,71,87,1,27,2,242.37,17.62,27,2
B07W5JTLRW,"P&J Fragrance Oil - Honey Scented 100ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR100HNYFBA,384,476,1,119,17,2204.46,316.07,111,14
B07W5JV2X9,"P&J Trading Fragrance | Warm Vanilla Sugar Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30WAVSL,307,379,0.9864,74,1,665.08,8.81,74,1
B07W5JW2DW,"P&J Trading - Sweet Tobacco Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30STOSL,416,526,0.992,183,17,1635.01,142.67,171,7
B07W6JWF6T,"P&J Trading Fragrance | Warm Vanilla Sugar Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100WAVFBA,583,728,0.9971,114,5,2128.95,92.85,106,5
B07W6JZ8ZV,"P&J Fragrance Oil - Honey Scented 30ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR30HNY,570,706,0.994,1,0,8.99,0,1,0
B07W6JZ8ZV,"P&J Fragrance Oil - Honey Scented 30ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR30HNYFBA,570,706,0.994,224,7,2012.5,61.67,223,7
B07W6JZSCJ,"P&J Trading Fragrance | Bacon Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30BACSL,20,22,1,2,1,17.8,8.81,2,1
B07W6K1KTP,"P&J Trading Fragrance | Bergamot Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100BERFBA,192,254,0.9958,80,8,1512.96,148.56,75,8
B07W7J4QZC,"P&J Trading - Cherry Blossom Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100CHBFBA,159,200,0.9894,50,4,945.98,74.28,49,4
B07W7JX2WZ,"P&J Fragrance Oil Sweet Tobacco 100ml - Candle Scents, Soap Making, Diffuser Oil, Aromatherapy",FR100STOFBA,730,920,0.9954,249,12,4610.77,222.84,231,11
B07W7L92K4,"P&J Trading Fragrance | Honeydew Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30HODSL,61,68,1,17,1,152.65,8.81,17,1
B07W7L9HNY,"P&J Fragrance Oil Lemongrass 100ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scent",FR100LEGFBA,111,138,0.9921,37,1,700.77,18.57,36,1
B07W7LBS9F,"P&J Trading - Cherry Blossom Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30CHBSL,317,381,0.9889,62,0,557.38,0,58,0
B07W7LJ3L6,"P&J Trading Fragrance | Vanilla Bean Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100VAB,734,924,0.9688,2,0,37.9,0,2,0
B07W7LJ3L6,"P&J Trading Fragrance | Vanilla Bean Oil 100ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR100VABFBA,734,924,0.9688,164,23,3076.75,423.75,149,17
B07W7LW2MW,"P&J Fragrance Oil Lemongrass 30ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scent",FR30LEGSL,23,28,0.9615,10,2,85.88,13.96,10,2
B07W7LWPTN,P&J Trading Fragrance Oil for Diffusers for Home - Bacon 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10BAC,104,112,0.9817,5,0,24.95,0,4,0
B07W7MCMZ4,"P&J Trading Fragrance | Bergamot Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30BERSL,269,360,0.9936,151,7,1343.42,48.86,150,7
B07W7MHTDZ,"P&J Trading - Bacon Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100BACFBA,32,37,0.9697,6,1,113.32,18.57,6,1
B07W8N542K,"P&J Fragrance Oil - Honeydew 100ml - Candle Scents, Soap Making, Diffuser Oil, Fresh Scents",FR100HODFBA,97,118,1,26,2,491.94,37.14,23,2
B07W8PKDWQ,"P&J Trading Fragrance | Vanilla Bean Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30VAB,777,1041,0.9917,3,0,26.97,0,3,0
B07W8PKDWQ,"P&J Trading Fragrance | Vanilla Bean Oil 30ml - Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR30VABSL,777,1041,0.9917,223,9,2000.63,79.29,221,9
B07Z5C4W8K,"P&J Trading Fragrance Oils for Diffusers for Home Gentlemen's Set Fragrance Scents for Candle Making - Soap Making Supplies - Car Diffuser Scents - Essential Home Gift Set - Cedar, Sandalwood & More",FR10GES,8532,11481,0.9906,4,0,67.96,0,4,0
B07Z5C4W8K,"P&J Trading Fragrance Oils for Diffusers for Home Gentlemen's Set Fragrance Scents for Candle Making - Soap Making Supplies - Car Diffuser Scents - Essential Home Gift Set - Cedar, Sandalwood & More",FR10GESFBA,8532,11481,0.9906,921,35,15374.11,584.45,909,31
B084GF2VV2,P&J Trading Fragrance Oil for Diffusers for Home - Vanilla Bean 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10VAB,143,165,0.9747,11,1,54.79,4.89,11,1
B084GF5VJK,P&J Trading Fragrance Oil for Diffusers for Home - Warm Vanilla Sugar 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10WAV,95,136,1,16,0,79.84,0,14,0
B084GFC7DW,P&J Trading Fragrance Oil for Diffusers for Home - Lemongrass 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10LEG,10,10,1,1,0,4.99,0,1,0
B084GFFBTK,P&J Trading Fragrance Oil for Diffusers for Home - Honeydew 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10HOD,16,21,1,3,0,14.97,0,3,0
B084GFFPPP,P&J Trading Fragrance Oil for Diffusers for Home - Bergamot 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10BER,23,36,1,10,0,49.9,0,10,0
B084GFMJM4,P&J Trading Fragrance Oil for Diffusers for Home - Honey 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10HNY,58,76,1,13,0,64.87,0,13,0
B084GFPX7T,P&J Trading Fragrance Oil for Diffusers for Home - Cherry Blossom 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10CHB,16,21,1,3,0,14.97,0,3,0
B084GFQW1H,P&J Trading Fragrance Oil for Diffusers for Home - Sweet Tobacco 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10STO,34,43,1,16,0,79.84,0,12,0
B084QGF8SL,P&J Trading Fragrance Oil for Diffusers for Home - Chocolate Chip Cookie 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10CCK,21,34,1,9,6,43.47,28.5,4,1
B084RB8NJB,"P&J Trading Fragrance Oil | Cedar Oil 30ml - Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil Scents",FR30CEDFBA,193,251,1,81,4,720.15,27.92,81,4
B084RBDWKS,"P&J Trading Fragrance Oil | Cedar Oil 100ml - Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil Scents",FR100CEDFBA,408,503,0.9891,90,1,1705.12,18.57,88,1
B0855BLR6Q,"P&J Fragrance Oil Clean Home Set | Lemongrass, Fresh Cotton, Clean & Fresh, Aloe, Bamboo, Orange Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR10CMS,2243,2643,0.9973,8,8,95.12,95.12,7,7
B0855BLR6Q,"P&J Fragrance Oil Clean Home Set | Lemongrass, Fresh Cotton, Clean & Fresh, Aloe, Bamboo, Orange Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR10CMSFBA,2243,2643,0.9973,141,4,2279.33,62.18,137,4
B0855BQKLH,"P&J Fragrance Oil Romance Set | Honey, Rose, Leather, Warm Vanilla Sugar, Berries & Cream, Clove Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR10RMSFBA,1604,1807,0.9989,35,3,620.83,50.55,35,3
B0855C1D1X,"P&J Trading Fragrance Oils for Diffusers for Home Grandma's Kitchen Set Fragrance Scents for Candle Making - Soap Making - Car Diffuser Scents - Essential Home Gift Set - Apple Pie, Coffee Cake & More",FR10GKSFBA,2509,2936,0.9979,61,5,1049.17,85.81,60,5
B0855DMVGL,"P&J Trading Road Trip Car Fragrance Oil Set – 6 Premium Scents - New Car, Leather, Forest Pine, Lemon, Clean & Fresh, Teakwood – for Car Diffusers, Air Fresheners, Auto Detailing & DIY Crafts",FR10RTSFBA,1540,1781,0.9866,86,2,1417.45,31.09,85,2
B0855DNZ7V,"P&J Trading Fragrance Oil Caribbean Set | Pina Colada, Awapuhi Seaberry, Papaya, Mango, Ocean Breeze, Orchid Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR10CBSFBA,2135,2456,0.9888,95,3,1572.57,47.74,95,3
B0855DS4J1,"P&J Trading Fragrance Oil Ladies Set | Pearberry, Lavender, Warm Vanilla Sugar, Plumeria, Magnolia, Wisteria Candle Scents for Candle Making, Freshie Scent, Soap Making Supplies, Diffuser Oil Scents",FR10LASFBA,2457,2969,0.9986,114,6,2020.66,102.59,113,6
B0855M1QPN,"P&J Trading Wildflowers Set of 6 Fragrance Oils - Azalea, Woodbine, Primrose, Verbena, Sweet Pea, Violet Scented Oils for Candle Scents, Soap Making, Diffuser Oil Scents",FR10WFSFBA,21,23,1,1,0,16.99,0,1,0
B0855PNX6K,"P&J Trading Fragrance Oils for Diffusers for Home Love Set Fragrance Scents for Candle Making - Soap Making Supplies - Car Diffuser Scents - Essential Home Gift Set - Amber, Lotus Blossom & More",FR10LVSFBA,1770,2041,0.9985,43,3,714.59,47.74,43,3
B0855QR9Z9,"P&J Trading Citrus Set of 6 Fragrance Oils - Lemon, Lime, Orange, Bergamot, Grapefruit, Lemongrass Scents for Candle Making, Soap Making, Diffuser Oil",FR10CIS,1929,2352,0.9978,1,1,16.65,16.65,1,1
B0855QR9Z9,"P&J Trading Citrus Set of 6 Fragrance Oils - Lemon, Lime, Orange, Bergamot, Grapefruit, Lemongrass Scents for Candle Making, Soap Making, Diffuser Oil",FR10CISFBA,1929,2352,0.9978,180,9,3000.58,145.43,178,9
B0855RHR58,"P&J Trading Fragrance Oils for Diffusers for Home Spa Set Fragrance Scents for Candle Making - Soap Making Supplies - Car Diffuser Scents - Essential Home Gift Set - Aloe, Eucalyptus & More",FR10SASFBA,1457,1674,0.997,56,2,899.27,31.09,56,2
B0855S6HXZ,"P&J Trading Fragrance Oils for Diffusers for Home Cozy Home Set Fragrance Scents for Candle Making - Soap Making Supplies - Car Diffuser Scents - Essential Home Gift Set - Amber, Clove & More",FR10CZSFBA,4328,5225,0.9967,160,4,2639.19,64.39,157,3
B08DL9DXMK,"P&J Trading Fragrance Oil Hawaiian Set | Hibiscus, Island Life, Hawaiian Ginger, Tropical Breeze, Plumeria, Aloe Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR10HISFBA,2617,3206,0.9947,217,15,3831.65,259.77,211,11
B08GBPNHMH,"P&J Fragrance Oil Tropical Breeze 100ml - Candle Scents, Soap Making, Diffuser Oil, Scented Candles",FR100TRB,165,200,1,1,0,18.95,0,1,0
B08GBPNHMH,"P&J Fragrance Oil Tropical Breeze 100ml - Candle Scents, Soap Making, Diffuser Oil, Scented Candles",FR100TRBFBA,165,200,1,37,0,701.15,0,34,0
B08GBTDW7L,"P&J Trading - Tropical Breeze Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30TRBSL,53,63,1,8,3,71.38,26.43,8,3
B08GBTKBRY,"P&J Trading Fragrance | Hibiscus Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30HIBSL,50,67,1,14,1,125.68,8.81,14,1
B08GBVM955,"P&J Trading - Island Life Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30ISLSL,29,31,0.9677,9,1,80.73,8.81,9,1
B08GBYHN77,P&J Trading Fragrance Oil for Diffusers for Home - Hibiscus 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10HIB,32,40,1,7,0,34.93,0,7,0
B08GBZ8TR8,P&J Trading Fragrance Oil for Diffusers for Home - Island Life 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10ISL,11,14,1,1,0,4.99,0,1,0
B08GC3HCCJ,P&J Trading Fragrance Oil for Diffusers for Home - Tropical Breeze 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10TRB,4,5,1,2,0,9.98,0,2,0
B08GC494HR,"P&J Trading - Hawaiian Ginger Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100HAGFBA,127,160,1,28,1,530.22,18.57,27,1
B08GC5692B,P&J Trading Fragrance Oil for Diffusers for Home - Hawaiian Ginger 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10HAG,11,13,1,1,0,4.99,0,1,0
B08GC775VK,"P&J Trading Fragrance | Hawaiian Ginger Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30HAGSL,19,38,1,6,0,53.94,0,6,0
B08GC8FH1R,"P&J Fragrance Oil - Hibiscus Scented Candle Making, Soap Making, Diffuser Oil, 100ml",FR100HIBFBA,129,156,1,58,4,1097.58,74.28,53,4
B08GC9Z26Y,"P&J Trading - Island Life Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100ISLFBA,484,629,0.9963,86,6,1608.47,111.42,82,6
B09CCGSDBQ,P&J Trading Fragrance Oil for Diffusers for Home - Champagne 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10CHA,15,22,0.9375,3,0,14.97,0,3,0
B09CCK93BR,"P&J Trading - Salty Sea Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100SSE,184,218,1,11,1,208.07,18.57,7,1
B09CCK93BR,"P&J Trading - Salty Sea Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100SSEFBA,184,218,1,27,2,510.89,37.14,25,2
B09CCKDB7Z,"P&J Trading - Mountain Air Fragrance Oil 100ml - Scents for Candle Making, Soap Making Supplies, Diffuser Oils",FR100MOAFBA,72,83,0.9872,22,1,416.52,18.57,20,1
B09CCKLJCF,"P&J Trading Fragrance | Wedding Cake Oil 100ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR100WECFBA,49,60,1,9,0,170.55,0,9,0
B09CCKW3PT,"P&J Fragrance Oil - Wedding Cake Scent, 30ml - Candle, Soap, Diffuser Oil",FR30WECSL,39,47,0.9583,4,0,35.96,0,4,0
B09CCLLQX4,"P&J Trading Fragrance Oil Surf & Sand Set | Salty Sea, Sand, Coconut, Island Life, Aloe, Seashore Candle for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil Scents",FR10SDS,5019,6616,0.9979,1,1,16.65,16.65,1,1
B09CCLLQX4,"P&J Trading Fragrance Oil Surf & Sand Set | Salty Sea, Sand, Coconut, Island Life, Aloe, Seashore Candle for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil Scents",FR10SDSFBA,5019,6616,0.9979,645,36,10861.7,599.74,638,33
B09CCM7DNT,"P&J Trading - Evergreen Forest Scented Oil 30ml - Fragrance Scented Oil for Candle Making, Soap Making, Diffuser Oil Scents",FR30EVFSL,23,33,0.9615,4,0,35.96,0,4,0
B09CCMFXZ9,"P&J Fragrance Oil Farmhouse Set | Old Books, Butterscotch, Honey, Warm Vanilla Sugar, Pecan Pie, Maple Syrup Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies",FR10FHS,4646,6078,0.9729,2,0,33.98,0,2,0
B09CCMFXZ9,"P&J Fragrance Oil Farmhouse Set | Old Books, Butterscotch, Honey, Warm Vanilla Sugar, Pecan Pie, Maple Syrup Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies",FR10FHSFBA,4646,6078,0.9729,348,28,5825.02,422.2,326,9
B09CCMSDRZ,"P&J Trading - Seashore Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR100SEAFBA,96,113,1,15,0,275.73,0,15,0
B09CCMXN5M,"P&J Trading Fragrance | Old Books Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30OLBSL,98,124,1,25,3,224.21,26.43,25,3
B09CCNFZ3J,"P&J Trading Fragrance Oil The Study Set | Leather, Coffee, Old Books, Cedar, Amber, Sweet Tobacco Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR10TSSFBA,3575,4739,0.9904,233,6,4135.54,105.78,232,6
B09CCP2PDN,P&J Trading Fragrance Oil for Diffusers for Home - Sand 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10SND,3,3,1,1,0,4.99,0,1,0
B09CCP3WLZ,"P&J Trading Fragrance | Salty Sea Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30SSESL,123,154,1,29,2,260.35,17.62,27,2
B09CCP86PC,"P&J Trading - Moss Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30MSSSL,23,24,1,11,2,98.53,17.62,11,2
B09CCQPF21,P&J Trading Fragrance Oil for Diffusers for Home - New Car 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10NEC,175,205,0.9898,23,0,114.77,0,23,0
B09CCR7K43,"P&J Trading - Sand Scented Oil 30ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oil",FR30SNDSL,57,68,1,10,0,89.9,0,10,0
B09CCRC4B1,P&J Trading Fragrance Oil for Diffusers for Home - Moss 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10MSS,8,10,0.75,1,0,4.99,0,1,0
B09CCSG45L,"P&J Trading - Woodland Set of Scented Oils - Cedar, Warm Rustic Woods, Moss, Redwood Forest, Mountain Air, Evergreen Forest Fragrance Oils for Candle Making, Soap Making, Diffuser Oils",FR10WLSFBA,2669,3550,0.9991,239,11,4277.66,193.93,237,10
B09CCSYF8P,"P&J Trading Fragrance | Redwood Forest Oil 100ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR100REFFBA,249,325,1,46,3,870.56,55.71,46,3
B09CCT9PJG,"P&J Trading Fragrance | Evergreen Forest Oil 100ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR100EVF,97,117,1,1,1,18.57,18.57,1,1
B09CCT9PJG,"P&J Trading Fragrance | Evergreen Forest Oil 100ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR100EVFFBA,97,117,1,22,0,416.9,0,21,0
B09CCTGZYV,P&J Trading Fragrance Oil for Diffusers for Home - Evergreen Forest 10ml Fragrance Scents for Candle Making - Soap Making Supplies & Car Diffuser Scents,FR10EVF,7,10,0.4444,1,0,4.99,0,1,0
B09CCTV5PX,"P&J Trading - Old Books Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oils",FR100OLBFBA,259,328,0.9966,52,4,964.93,74.28,49,4
B09CCX1XYD,"P&J Trading Fragrance | Seashore Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30SEASL,78,98,1,15,2,134.49,17.62,15,2
B09CCXJNKG,"P&J Fragrance Oil | New Car Oil 30ml - Candle Scents for Candle Making, Freshie Scents, Soap Making Supplies, Diffuser Oil",FR30NECSL,253,314,0.9899,104,9,933.34,79.29,104,9
B09CCYNJ1Z,"P&J Trading Fragrance | New Car Oil 100ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR100NECFBA,772,1011,0.9923,168,8,3180.56,148.56,159,8
B09CCYR8NS,"P&J Trading Fragrance | Champagne Oil 30ml - Candle Scents for Candle Making, Freshie, Soap Making Supplies, Diffuser Oil Scents",FR30CHASL,60,75,1,9,0,80.91,0,9,0
B09CCZ63CL,"P&J Trading - Moss Scented Oil 100ml - Fragrance Oil for Candle Making, Soap Making, Diffuser Oils",FR100MSSFBA,237,304,0.9928,49,2,908.84,37.14,48,2
